308.25	72.7293
307.13	71.4871
306.851	71.6465
307.63	72.1233
308.409	72.0168
307.665	71.5011
308.171	72.3084
308.476	73.92
308.772	73.5617
307.277	74.315
304.735	74.1005
306.799	74.3499
305.991	76.3663
304.599	74.0181
304.045	72.2613
304.38	72.2013
305.241	73.3841
305.998	76.1889
303.856	81.8845
306.257	80.2912
306.299	81.3388
306.102	81.9326
305.04	82.9449
304.3	83.4873
304.81	84.4895
305.554	83.7333
305.33	84.2247
305.756	84.8162
305.851	85.0335
306.141	85.1261
305.715	84.7788
306.24	84.8462
306.253	84.2594
306.399	84.7214
306.043	84.3771
306.662	84.5552
305.734	84.1839
306.416	84.5209
306.42	84.1446
306.921	84.1417
306.786	84.4154
306.385	84.2539
306.185	84.5085
306.199	84.4835
305.95	84.1513
305.807	83.9736
305.677	83.5733
305.524	82.7285
305.439	82.3282
305.37	82.3438
305.282	82.2195
305.199	81.886
304.864	81.1205
305.358	81.673
304.684	80.5387
304.838	80.22
304.876	79.4406
305.269	77.9175
304.895	76.8452
305.96	76.159
305.801	75.6516
305.193	75.2878
304.752	74.5381
304.405	73.9038
304.307	73.3293
304.153	73.1482
304.227	73.0386
304.136	73.0393
304.178	73.0542
304.354	73.2425
304.096	73.6353
303.865	73.433
304.054	73.5568
303.572	73.8427
304.009	75.1487
304.326	75.0218
304.58	75.4839
304.658	75.7405
304.439	76.3984
304.64	76.9141
304.774	77.2014
304.633	77.3328
304.61	77.6213
304.832	78.0583
304.926	78.555
305.461	78.3335
305.303	78.2914
305.667	78.457
305.602	78.0714
305.492	78.1643
305.421	78.4447
305.281	78.315
305.143	78.2608
305.149	77.8192
304.968	77.8796
304.825	77.7295
304.48	77.6279
304.297	77.3307
305.697	77.8667
305.402	77.7464
305.77	76.1105
304.883	75.4127
305.465	75.3018
305.672	74.7624
305.061	74.4897
305.289	74.2538
304.934	72.9221
305.059	72.7983
304.93	71.9633
304.771	72.1688
304.725	71.6985
303.933	71.9547
302.527	71.8172
302.121	72.5274
301.992	72.1491
301.915	72.053
301.8	72.3498
302.279	72.2817
302.309	71.9798
302.694	71.9768
303.837	71.2828
304.575	70.9244
306.456	70.4579
307.631	70.3832
308.17	70.044
308.85	69.7092
308.928	69.7035
308.839	69.3991
309.044	70.0505
308.731	70.1974
308.572	70.3309
307.892	70.3374
307.823	70.6114
307.358	70.3763
307.288	71.1178
306.365	70.8871
306.267	70.7495
306.581	71.0754
307.031	71.4038
302.722	70.3623
304.168	68.274
304.113	68.0047
305.059	68.1753
306.141	70.2853
308.097	70.3807
307.853	71.1121
307.758	71.3431
307.459	71.2052
307.686	71.147
307.286	71.0647
307.593	70.9661
307.347	70.9148
306.799	70.8726
306.81	70.9583
306.966	70.8428
306.737	70.0952
306.422	69.7642
306.43	69.707
306.628	70.8396
306.656	70.4186
306.371	70.5881
306.638	69.5442
305.826	70.0789
306.591	70.0786
305.871	70.4077
305.173	70.8768
305.8	70.5447
305.95	69.9785
306.002	69.9961
306.15	69.6873
306.009	69.0115
305.77	67.8506
305.848	68.8429
305.926	68.8185
306.356	69.5855
306.483	68.825
306.277	69.1803
305.973	69.5557
305.349	69.1725
305.264	68.774
306.175	68.7801
305.841	67.7604
306.242	67.2914
306.619	67.8267
307.176	68.0272
308.2	68.9748
307.868	67.8562
308.584	69.0231
307.513	66.5736
306.465	66.2851
306.932	66.7726
308.193	68.0226
308.427	65.2343
308.585	64.5419
308.72	65.7308
309.488	65.3522
309.653	64.1482
309.398	64.4054
309.034	64.9031
307.408	65.338
307.921	65.7989
