311.532	84.3052
312.029	83.7722
312.514	83.1832
312.445	82.6704
312.77	82.5481
312.51	82.0905
312.566	82.2728
312.441	81.8748
312.647	81.9965
312.294	82.7716
312.079	82.6542
312.206	82.8563
312.956	83.4627
314.071	83.3304
314.227	83.0342
314.215	83.2519
314.166	83.3313
314.315	83.5072
314.062	83.8182
314.077	83.4078
313.942	82.8584
314.362	83.1104
314.326	83.5883
314.318	83.5299
314.577	83.5553
314.125	84.645
313.79	84.8664
313.731	85.0919
315.012	84.6866
315.126	84.4973
315.054	84.8102
314.994	84.5843
315.106	84.6749
315.095	84.578
315.306	84.6278
315.445	84.6571
315.43	84.4269
315.983	83.7472
316.119	83.6559
316.155	83.7345
316.152	83.6981
316.09	83.6885
315.899	83.5064
315.758	83.6317
315.734	83.5521
315.543	83.5805
315.515	83.4011
315.335	83.4384
315.622	83.2781
315.744	83.2671
315.79	83.0868
315.654	82.4056
315.677	81.9387
315.772	81.9117
315.808	81.9707
315.638	81.9412
315.506	82.0232
315.482	82.0312
315.458	82.062
315.412	81.9891
315.453	81.97
315.444	81.9505
315.311	81.8135
315.145	81.8005
315.119	81.8426
315.194	81.7689
315.259	81.858
315.162	81.7746
315.146	81.7075
314.868	82.1688
314.85	83.1967
315.008	83.2315
314.984	83.2557
315.063	83.3448
315.165	83.3363
315.203	83.3733
315.29	83.3875
315.532	83.3587
315.576	83.3788
315.684	83.4015
315.741	83.3665
315.741	83.3152
315.614	83.4415
315.519	83.4234
315.517	83.2223
315.343	83.4622
314.262	84.8398
314.07	85.3211
313.367	86.0326
313.205	86.1655
313.299	86.0547
313.274	86.1006
313.406	86.1199
313.449	86.1405
313.426	86.2179
313.543	86.3044
313.487	86.1647
313.671	86.1346
313.514	86.2201
313.38	86.1696
313.126	86.0632
313.199	85.7692
313.181	85.9481
313.71	85.9013
310.989	81.3531
310.251	82.4296
310.451	82.7428
310.583	84.0297
312.47	83.4018
313.583	84.3296
314.389	84.551
314.253	84.7754
314.391	84.8916
314.456	85.1367
314.711	85.217
314.607	85.182
314.56	85.2351
314.379	84.6134
315.845	83.688
315.601	83.2405
315.987	83.358
316.09	83.3156
316.163	83.2034
315.945	83.2343
315.937	83.1548
315.812	83.2409
315.758	83.3086
315.816	83.2913
315.826	83.3269
315.884	83.248
315.674	83.3472
315.902	83.2387
